fname,label,length,target,envelope,counter
60f75c30.wav,Hi-hat,0.36,0,0.061700680272108836,1
6122f82a.wav,Hi-hat,3.82,0,2.873628117913832,1
612702c3.wav,Hi-hat,3.14,0,0.5254421768707483,1
612e2c3e.wav,Hi-hat,1.86,0,1.5154195011337868,1
61e63fef.wav,Hi-hat,2.48,0,1.168185941043084,1
62d25be7.wav,Hi-hat,7.24,0,1.9213605442176867,1
630ad55a.wav,Hi-hat,4.18,0,1.513083900226757,1
6385ecf9.wav,Hi-hat,0.84,0,0.09755102040816327,1
644a201b.wav,Hi-hat,1.96,0,1.8457596371882088,1
66a159d5.wav,Hi-hat,3.5,0,0.9764172335600908,1
6835397c.wav,Hi-hat,0.38,0,0.0954875283446712,1
6d9019ba.wav,Hi-hat,0.66,0,0.121156462585034,1
6dea9b11.wav,Hi-hat,0.42,0,0.1506122448979592,1
6eddc708.wav,Hi-hat,0.8,0,0.16775510204081634,1
7076e8e6.wav,Hi-hat,0.56,0,0.09501133786848072,1
715acdb3.wav,Hi-hat,3.58,0,1.0267573696145125,1
7261a227.wav,Hi-hat,4.18,0,0.525124716553288,1
73677128.wav,Hi-hat,3.14,0,1.0193877551020407,1
76ae11d8.wav,Hi-hat,8.0,0,6.636303854875282,1
77e64c77.wav,Hi-hat,4.18,0,0.961609977324263,1
7a7b777d.wav,Hi-hat,1.74,0,0.9602267573696144,1
7a871def.wav,Hi-hat,8.74,0,7.410793650793651,2
7b4d753c.wav,Hi-hat,7.56,0,2.595986394557823,1
7d28e622.wav,Hi-hat,1.8,0,0.8330839002267574,1
7f097912.wav,Hi-hat,1.7,0,0.6816326530612244,1
7f199dc1.wav,Hi-hat,1.32,0,0.2312244897959184,1
812f079e.wav,Hi-hat,1.76,0,1.7203854875283446,1
8149c6e7.wav,Hi-hat,0.56,0,0.04031746031746032,1
8231db6e.wav,Hi-hat,0.84,0,0.16560090702947847,1
8284f3a9.wav,Hi-hat,0.7,0,0.12188208616780045,1
8316af6a.wav,Hi-hat,0.84,0,0.09249433106575963,1
83dfe2f2.wav,Hi-hat,1.38,0,0.6695918367346939,1
844da63b.wav,Hi-hat,0.52,0,0.3826530612244898,1
87039812.wav,Hi-hat,0.84,0,0.15063492063492062,1
87a2b293.wav,Hi-hat,0.42,0,0.14752834467120182,1
880ddc3a.wav,Hi-hat,0.98,0,0.3159637188208617,1
8a4d0d1e.wav,Hi-hat,4.18,0,1.0148299319727891,1
8ad14a86.wav,Hi-hat,0.36,0,0.15825396825396826,1
8c864a74.wav,Hi-hat,0.72,0,0.09961451247165533,1
8cb2b991.wav,Hi-hat,0.98,0,0.6231292517006802,1
8cd809d3.wav,Hi-hat,4.18,0,0.7401814058956916,1
8de2c5c4.wav,Hi-hat,0.38,0,0.3438548752834467,1
8eab7b01.wav,Hi-hat,0.34,0,0.32154195011337866,1
8f0513e9.wav,Hi-hat,3.14,0,0.8885034013605442,1
8f10f476.wav,Hi-hat,0.42,0,0.118843537414966,1
8f8ede38.wav,Hi-hat,0.56,0,0.09129251700680273,1
92928711.wav,Hi-hat,0.44,0,0.3234240362811792,1
94072fe7.wav,Hi-hat,4.18,0,1.355873015873016,1
9482e6aa.wav,Hi-hat,1.68,0,0.18015873015873016,1
96adbece.wav,Hi-hat,1.24,0,0.08752834467120181,1
972527c2.wav,Hi-hat,0.68,0,0.2454875283446712,1
9984bfd9.wav,Hi-hat,3.14,0,0.7279818594104308,1
99c96a07.wav,Hi-hat,1.72,0,0.15458049886621314,1
9a6a0993.wav,Hi-hat,8.76,0,0.05321995464852608,1
9b3f965b.wav,Hi-hat,3.58,0,0.40607709750566895,1
9b78ff5c.wav,Hi-hat,0.84,0,0.12564625850340136,1
9c56788f.wav,Hi-hat,2.08,0,0.5337414965986395,1
9e4a55f7.wav,Hi-hat,4.74,0,0.8906122448979592,1
a0522e28.wav,Hi-hat,1.02,0,0.10267573696145124,1
a0678493.wav,Hi-hat,2.04,0,2.04,1
a08be6f7.wav,Hi-hat,2.2,0,0.9056689342403628,1
a090c45a.wav,Hi-hat,1.68,0,0.19421768707482992,1
a1b369d7.wav,Hi-hat,4.18,0,0.2192063492063492,1
a1ba3e27.wav,Hi-hat,0.6,0,0.10854875283446712,1
a225b11d.wav,Hi-hat,7.4,0,3.62530612244898,1
a380267a.wav,Hi-hat,0.78,0,0.04149659863945578,1
a42a8dc3.wav,Hi-hat,8.0,0,5.730997732426304,1
a43e70af.wav,Hi-hat,0.42,0,0.1280498866213152,1
a5ca9e77.wav,Hi-hat,0.42,0,0.19138321995464846,1
a5f57993.wav,Hi-hat,4.48,0,3.9201360544217687,1
a629ead0.wav,Hi-hat,5.82,0,1.8708843537414963,1
a7964699.wav,Hi-hat,4.18,0,0.9176643990929704,1
a81b45a1.wav,Hi-hat,8.0,0,1.4634467120181407,1
a8361de4.wav,Hi-hat,22.56,0,20.70823129251701,5
a8704b8e.wav,Hi-hat,7.52,0,2.674739229024943,1
abdf6ac5.wav,Hi-hat,0.64,0,0.1145578231292517,1
ac00a026.wav,Hi-hat,23.98,0,9.78453514739229,5
acb3d5da.wav,Hi-hat,0.58,0,0.3297732426303855,1
acb7b9d5.wav,Hi-hat,0.54,0,0.3934013605442177,1
accdd468.wav,Hi-hat,4.18,0,0.5830158730158729,1
ad3ff995.wav,Hi-hat,1.72,0,0.4927664399092971,1
aed9d22f.wav,Hi-hat,3.14,0,0.8026530612244898,1
aefa64ef.wav,Hi-hat,2.0,0,1.5910657596371882,1
af82c652.wav,Hi-hat,0.36,0,0.35575963718820863,1
afbdea95.wav,Hi-hat,3.7,0,1.6078004535147392,1
b09d2b6a.wav,Hi-hat,0.84,0,0.15707482993197278,1
b12bd3a4.wav,Hi-hat,6.8,0,4.240839002267573,1
b14be147.wav,Hi-hat,0.36,0,0.3099319727891157,1
b25270c2.wav,Hi-hat,1.04,0,0.31174603174603177,1
b31ed1fb.wav,Hi-hat,4.18,0,2.2698866213151927,1
b395e56b.wav,Hi-hat,0.54,0,0.3527891156462585,1
b4608f87.wav,Hi-hat,4.18,0,1.0664399092970522,1
b4cf7d8b.wav,Hi-hat,0.64,0,0.08126984126984127,1
b6a4a4a6.wav,Hi-hat,1.86,0,0.3248979591836735,1
b78704c0.wav,Hi-hat,0.52,0,0.07306122448979592,1
b7db48cc.wav,Hi-hat,3.14,0,0.9782086167800452,1
b88307d9.wav,Hi-hat,1.8,0,0.5252380952380953,1
b8b62422.wav,Hi-hat,0.76,0,0.0919501133786848,1
ba6bc4f2.wav,Hi-hat,3.14,0,0.7475056689342403,1
bb5b7dd7.wav,Hi-hat,7.56,0,6.197641723356009,1
bbaed12b.wav,Hi-hat,23.6,0,10.740702947845804,5
bc04e5dd.wav,Hi-hat,7.52,0,2.2650340136054417,1
bc69b011.wav,Hi-hat,1.5,0,0.09886621315192744,1
be04d78f.wav,Hi-hat,0.42,0,0.20290249433106572,1
be0a1180.wav,Hi-hat,0.64,0,0.14165532879818593,1
bffc0cc1.wav,Hi-hat,0.42,0,0.11759637188208615,1
c0e8071b.wav,Hi-hat,1.14,0,0.2842403628117914,1
c112b77d.wav,Hi-hat,0.36,0,0.11403628117913832,1
c1314c4c.wav,Hi-hat,1.28,0,0.28489795918367344,1
c13f8291.wav,Hi-hat,1.12,0,0.06002267573696145,1
c16fb7fe.wav,Hi-hat,0.34,0,0.2479591836734694,1
c17bc5bb.wav,Hi-hat,24.64,0,9.344263038548752,5
c1e50856.wav,Hi-hat,0.32,0,0.23421768707482996,1
c2925528.wav,Hi-hat,0.36,0,0.21077097505668932,1
c2c520a3.wav,Hi-hat,0.5,0,0.18297052154195007,1
c3e4c395.wav,Hi-hat,8.74,0,6.323038548752835,1
c53a217e.wav,Hi-hat,3.14,0,0.8049206349206349,1
c7497700.wav,Hi-hat,7.52,0,2.2461904761904763,1
c8859669.wav,Hi-hat,2.92,0,0.8884807256235827,1
c8e6711d.wav,Hi-hat,0.7,0,0.1198639455782313,1
cc706d6c.wav,Hi-hat,4.18,0,1.716485260770975,1
cc986a42.wav,Hi-hat,0.52,0,0.2072562358276644,1
cd2656b2.wav,Hi-hat,2.88,0,1.8579591836734692,1
cda1ce11.wav,Hi-hat,13.16,0,0.3171428571428571,1
ce36b5f8.wav,Hi-hat,1.1,0,0.618140589569161,1
ce5cedda.wav,Hi-hat,0.86,0,0.31151927437641724,1
ceb8e323.wav,Hi-hat,0.84,0,0.15607709750566892,1
cfdbf38b.wav,Hi-hat,4.88,0,1.4085260770975057,1
d01cbcc8.wav,Hi-hat,3.6,0,2.7069160997732427,1
d0ff69e9.wav,Hi-hat,16.64,0,6.542086167800454,3
d18c15c1.wav,Hi-hat,1.32,0,1.32,1
d22a5883.wav,Hi-hat,3.44,0,3.44,1
d33f38e9.wav,Hi-hat,12.48,0,2.5165532879818597,2
d5140449.wav,Hi-hat,1.04,0,0.1455328798185941,1
d6178af9.wav,Hi-hat,1.44,0,0.9262131519274376,1
d6854eb4.wav,Hi-hat,5.6,0,4.167528344671202,1
d7aef626.wav,Hi-hat,1.02,0,0.459546485260771,1
d7b534d3.wav,Hi-hat,1.5,0,1.3134920634920637,1
d8e833f0.wav,Hi-hat,3.38,0,3.16140589569161,1
da3f8050.wav,Hi-hat,3.14,0,1.0654648526077095,1
da4b0379.wav,Hi-hat,1.68,0,0.17648526077097507,1
db3951cb.wav,Hi-hat,0.36,0,0.30117913832199544,1
dd2d700e.wav,Hi-hat,0.56,0,0.12936507936507938,1
ddf51005.wav,Hi-hat,0.84,0,0.23909297052154194,1
de9a384f.wav,Hi-hat,3.14,0,0.6462585034013606,1
dec805ea.wav,Hi-hat,2.0,0,1.8031292517006805,1
df61608d.wav,Hi-hat,14.8,0,14.8,3
e0987b6a.wav,Hi-hat,0.96,0,0.07215419501133788,1
e2b759e3.wav,Hi-hat,0.52,0,0.10210884353741496,1
e2eaa1f9.wav,Hi-hat,20.9,0,8.620181405895691,4
e3496042.wav,Hi-hat,2.76,0,1.8656009070294783,1
e4af6576.wav,Hi-hat,0.94,0,0.057551020408163275,1
e67a63c6.wav,Hi-hat,3.44,0,1.3828798185941042,1
e75be6d7.wav,Hi-hat,0.84,0,0.119297052154195,1
e7a086ca.wav,Hi-hat,15.2,0,6.056984126984128,3
e8358d8d.wav,Hi-hat,3.14,0,0.8042630385487528,1
e85715ab.wav,Hi-hat,0.6,0,0.19852607709750567,1
e897db78.wav,Hi-hat,4.18,0,1.1829024943310658,1
e921cd20.wav,Hi-hat,3.58,0,3.58,1
ec954b73.wav,Hi-hat,1.42,0,0.10306122448979592,1
edfcb1ab.wav,Hi-hat,0.32,0,0.1310204081632653,1
ee316ddb.wav,Hi-hat,21.34,0,14.245510204081633,4
efa14040.wav,Hi-hat,12.48,0,11.681859410430839,3
efed0c00.wav,Hi-hat,16.0,0,5.026190476190476,3
f01d4739.wav,Hi-hat,1.38,0,1.1767120181405897,1
f093caf9.wav,Hi-hat,0.32,0,0.10489795918367346,1
f0dfe343.wav,Hi-hat,3.14,0,1.2020861678004535,1
f1562014.wav,Hi-hat,0.48,0,0.18687074829931974,1
f1dcd7d5.wav,Hi-hat,1.68,0,1.68,1
f32f84af.wav,Hi-hat,0.98,0,0.3101814058956916,1
f3de6b6e.wav,Hi-hat,0.4,0,0.1519047619047619,1
f40e1c0b.wav,Hi-hat,25.94,0,10.312358276643993,6
f4f82407.wav,Hi-hat,0.38,0,0.17444444444444446,1
f5735045.wav,Hi-hat,0.5,0,0.13922902494331066,1
f6a82a6c.wav,Hi-hat,16.0,0,8.388253968253968,3
f86e5fb3.wav,Hi-hat,2.32,0,1.7784807256235828,1
fa68671d.wav,Hi-hat,9.86,0,9.86,2
fdd5ec1f.wav,Hi-hat,2.32,0,1.9985487528344672,1
fddf576c.wav,Hi-hat,4.0,0,3.816485260770975,1
fe88dcb9.wav,Hi-hat,2.84,0,2.472675736961451,1
fff37590.wav,Hi-hat,0.78,0,0.16811791383219954,1
001ca53d.wav,Saxophone,10.32,1,9.599115646258504,2
05b76c07.wav,Saxophone,13.04,1,11.750136054421768,3
05e4028a.wav,Saxophone,9.54,1,9.270725623582766,2
06789937.wav,Saxophone,6.0,1,4.442630385487528,1
06f60188.wav,Saxophone,5.24,1,4.765102040816327,1
0720ef3b.wav,Saxophone,4.22,1,2.868798185941043,1
0879e568.wav,Saxophone,1.4,1,0.8293650793650794,1
0ad0bf22.wav,Saxophone,11.9,1,11.844104308390026,2
0ad666e3.wav,Saxophone,3.92,1,3.4286167800453518,1
0b1f22c3.wav,Saxophone,1.32,1,1.2680952380952382,1
0c3044b3.wav,Saxophone,2.64,1,1.357936507936508,1
0c36c39a.wav,Saxophone,11.74,1,11.644761904761904,2
0d8012f4.wav,Saxophone,8.44,1,8.363061224489796,2
0e7622f0.wav,Saxophone,11.4,1,11.3378231292517,2
0ea3dbaf.wav,Saxophone,16.0,1,16.0,3
0f958ff0.wav,Saxophone,12.1,1,9.875691609977324,2
11a0e319.wav,Saxophone,0.46,1,0.3759637188208617,1
1264b8c7.wav,Saxophone,7.8,1,7.102063492063492,1
12e4c120.wav,Saxophone,21.26,1,21.089773242630386,5
131b1516.wav,Saxophone,4.96,1,4.469750566893424,1
15dcc731.wav,Saxophone,16.22,1,16.107777777777773,4
1a16ebfd.wav,Saxophone,1.92,1,1.92,1
1a4a4ebe.wav,Saxophone,13.2,1,11.810748299319727,3
1b738acd.wav,Saxophone,6.02,1,5.739569160997733,1
1bf859a7.wav,Saxophone,11.7,1,11.127029478458052,2
1c720526.wav,Saxophone,18.96,1,18.7192970521542,4
1df3177c.wav,Saxophone,1.26,1,0.7172789115646259,1
1f743685.wav,Saxophone,7.24,1,3.6050793650793653,1
202cbd7d.wav,Saxophone,4.6,1,2.7875510204081637,1
21bf162b.wav,Saxophone,4.46,1,4.36249433106576,1
247ac56f.wav,Saxophone,2.04,1,1.6804761904761905,1
25a82ad1.wav,Saxophone,4.6,1,4.21984126984127,1
25eef09a.wav,Saxophone,5.0,1,3.315555555555556,1
25f26095.wav,Saxophone,2.04,1,1.680952380952381,1
260ffd74.wav,Saxophone,0.84,1,0.4404308390022676,1
264301a3.wav,Saxophone,9.82,1,8.821972789115646,2
2659c14c.wav,Saxophone,6.16,1,5.156621315192743,1
271f6198.wav,Saxophone,5.22,1,4.665895691609976,1
289cc6a8.wav,Saxophone,4.34,1,3.4236054421768713,1
29441746.wav,Saxophone,4.34,1,3.9795238095238097,1
2bc84744.wav,Saxophone,14.08,1,6.932448979591838,1
2d6570ce.wav,Saxophone,7.68,1,5.878684807256236,1
2e270b74.wav,Saxophone,3.02,1,1.7871201814058957,1
2ea5702d.wav,Saxophone,3.44,1,2.3721768707482997,1
2f4d09b2.wav,Saxophone,1.44,1,1.4364172335600909,1
2f9c5f62.wav,Saxophone,5.0,1,4.128934240362812,1
306f9e3f.wav,Saxophone,10.24,1,10.169319727891157,2
30b7b4e4.wav,Saxophone,0.74,1,0.3639909297052154,1
31553d36.wav,Saxophone,2.14,1,1.5436734693877552,1
31b0b176.wav,Saxophone,7.96,1,7.4805668934240375,1
3219fa26.wav,Saxophone,4.26,1,3.907482993197279,1
3251bac1.wav,Saxophone,5.82,1,4.80108843537415,1
327111f1.wav,Saxophone,2.46,1,1.9598185941043085,1
3272e576.wav,Saxophone,2.48,1,2.2091609977324262,1
332d14da.wav,Saxophone,4.22,1,3.760498866213152,1
3444f2be.wav,Saxophone,12.9,1,12.87374149659864,3
34c01286.wav,Saxophone,2.8,1,1.9111791383219956,1
35f0e452.wav,Saxophone,0.86,1,0.3918820861678005,1
3662e614.wav,Saxophone,5.02,1,4.327981859410431,1
36d20ab5.wav,Saxophone,4.9,1,4.287233560090703,1
37cebbd4.wav,Saxophone,6.16,1,6.097596371882085,1
37d26e27.wav,Saxophone,14.42,1,12.468117913832199,3
396a1d62.wav,Saxophone,17.5,1,17.206190476190475,4
3a77d7c4.wav,Saxophone,4.18,1,3.4598412698412697,1
3a80061f.wav,Saxophone,8.12,1,6.686439909297053,1
3b6b430a.wav,Saxophone,6.32,1,5.446689342403627,1
3c9b706e.wav,Saxophone,0.68,1,0.3525850340136055,1
3c9cc3d1.wav,Saxophone,10.94,1,10.896530612244899,2
3f309887.wav,Saxophone,1.68,1,1.0980272108843538,1
40a40896.wav,Saxophone,11.44,1,11.359251700680273,2
40a5bbad.wav,Saxophone,8.9,1,8.529886621315192,2
423210f5.wav,Saxophone,5.56,1,4.792698412698413,1
4345851e.wav,Saxophone,11.24,1,10.88609977324263,2
43fc0633.wav,Saxophone,11.82,1,11.432086167800454,2
45e63fdd.wav,Saxophone,1.18,1,0.7208616780045352,1
472e7697.wav,Saxophone,3.5,1,1.989954648526077,1
4792b15e.wav,Saxophone,3.86,1,3.5004761904761903,1
47cb5f8d.wav,Saxophone,1.5,1,1.2059410430839002,1
47eafd0d.wav,Saxophone,0.84,1,0.517891156462585,1
483a1ab2.wav,Saxophone,13.98,1,11.034263038548751,2
4847fb9b.wav,Saxophone,2.7,1,2.337120181405896,1
4afa2149.wav,Saxophone,3.18,1,1.6733560090702948,1
4ba0c404.wav,Saxophone,4.08,1,3.7249659863945577,1
4bb00403.wav,Saxophone,5.34,1,5.264716553287981,1
4c21f44b.wav,Saxophone,9.18,1,7.7824716553287985,2
4d487056.wav,Saxophone,10.3,1,9.492267573696145,2
4e93661c.wav,Saxophone,0.88,1,0.33312925170068025,1
4f5e27a8.wav,Saxophone,1.2,1,0.6879818594104309,1
510193fb.wav,Saxophone,13.24,1,13.11126984126984,3
5388d14d.wav,Saxophone,4.14,1,3.6202947845804982,1
5543631a.wav,Saxophone,1.76,1,1.6233560090702948,1
55a23759.wav,Saxophone,1.84,1,1.831995464852608,1
560977ac.wav,Saxophone,2.0,1,1.9741950113378688,1
57789a2d.wav,Saxophone,1.52,1,0.7780272108843538,1
57f97997.wav,Saxophone,12.84,1,12.721179138321993,3
586d03f8.wav,Saxophone,4.0,1,2.7095691609977326,1
58724448.wav,Saxophone,1.92,1,1.751904761904762,1
58d59768.wav,Saxophone,6.4,1,5.698979591836735,1
591cf4c2.wav,Saxophone,12.4,1,12.351428571428572,3
59a59541.wav,Saxophone,2.76,1,1.6270975056689343,1
5a60144f.wav,Saxophone,4.88,1,4.481428571428571,1
5abdead3.wav,Saxophone,5.82,1,5.82,1
5ad06e75.wav,Saxophone,12.86,1,12.784648526077097,3
5b01d7c2.wav,Saxophone,8.92,1,7.621337868480727,1
5d10b35b.wav,Saxophone,4.04,1,2.1782766439909302,1
5d4f8187.wav,Saxophone,5.38,1,4.696893424036281,1
5e2417a2.wav,Saxophone,6.32,1,5.352267573696145,1
5e92ec3d.wav,Saxophone,5.18,1,4.203786848072562,1
5f0dc8e4.wav,Saxophone,5.0,1,3.910725623582767,1
5f59933f.wav,Saxophone,11.36,1,10.890521541950113,2
616ff2dc.wav,Saxophone,7.56,1,4.1867573696145115,1
61e4de0f.wav,Saxophone,6.82,1,6.526417233560092,1
61f21edf.wav,Saxophone,7.14,1,2.8030839002267576,1
620dbdce.wav,Saxophone,10.18,1,10.024489795918367,2
626de1cb.wav,Saxophone,1.32,1,1.3076190476190477,1
627099f7.wav,Saxophone,5.86,1,5.183560090702948,1
63c8e4c6.wav,Saxophone,6.22,1,5.195170068027211,1
6563610a.wav,Saxophone,0.76,1,0.3419047619047619,1
668721df.wav,Saxophone,1.22,1,0.9198639455782311,1
66fe50dc.wav,Saxophone,1.8,1,1.7733106575963717,1
67841fc1.wav,Saxophone,14.2,1,13.412358276643989,3
67d86f23.wav,Saxophone,5.04,1,4.384081632653062,1
685b5c1f.wav,Saxophone,0.72,1,0.2629931972789116,1
69af03c3.wav,Saxophone,3.68,1,3.1606122448979592,1
6a63dd77.wav,Saxophone,3.82,1,3.0906349206349213,1
6a8dce61.wav,Saxophone,12.62,1,12.508820861678007,3
6aaff359.wav,Saxophone,0.32,1,0.17272108843537415,1
6b90ade1.wav,Saxophone,18.3,1,18.21439909297052,4
6ceab67a.wav,Saxophone,6.76,1,5.938367346938776,1
6daab86c.wav,Saxophone,2.96,1,2.598866213151928,1
6ea22bc2.wav,Saxophone,6.28,1,6.150612244897959,1
6f02c591.wav,Saxophone,6.0,1,3.3881179138321995,1
